commune	ipm	pov	vul	N_ipm	N_pov	N_vul	INIV	Niveau_de_vie_categorie	Rang	commune_norm
Sidi Hmad Ou M'barek	5.64	13.9	26.2	0.7279274473192852	0.7168949771689497	0.2861189801699716	0.6363	Moyen	1077	sidihmadoumbarek
Bni Ahmed Gharbia	5.56	13.4	27.2	0.7321952520672179	0.728310502283105	0.2577903682719547	0.6361	Moyen	1078	bniahmedgharbia
Bouhmame	4.62	11.2	34.3	0.7823419578554281	0.7785388127853882	0.0566572237960339	0.6361	Moyen	1078	bouhmame
Akarma	4.35	10.6	36.3	0.7967457988797013	0.7922374429223744	0.0	0.636	Moyen	1080	akarma
Jdour	5.75	14.5	25.1	0.7220592157908776	0.7031963470319634	0.3172804532577903	0.6354	Moyen	1081	jdour
Selfat	4.38	10.6	36.3	0.7951453720992265	0.7922374429223744	0.0	0.6352	Moyen	1082	selfat
Oualili	6.04	14.6	23.7	0.7065884235796213	0.7009132420091324	0.3569405099150141	0.635	Moyen	1083	oualili
Laanoussar	5.93	14.7	24.2	0.7124566551080289	0.6986301369863014	0.3427762039660056	0.6344	Moyen	1084	laanoussar
Tizounine	4.92	11.2	33.2	0.7663376900506802	0.7785388127853882	0.0878186968838525	0.6343	Moyen	1085	tizounine
Takate	5.62	13.9	26.7	0.7289943985062683	0.7168949771689497	0.2719546742209631	0.634	Moyen	1086	takate
Kceibya	6.87	16.2	18.1	0.6623099493198186	0.6643835616438356	0.5155807365439093	0.6336	Moyen	1087	kceibya
Tafedna	5.97	15.3	23.5	0.7103227527340624	0.684931506849315	0.3626062322946175	0.6332	Moyen	1088	tafedna
Tizi Ntakoucht	5.78	15.2	24.6	0.7204587890104028	0.687214611872146	0.3314447592067987	0.6327	Moyen	1089	tizintakoucht
Ouazguita	5.4	13.0	29.2	0.7407308615630834	0.7374429223744292	0.2011331444759206	0.6318	Moyen	1090	ouazguita
Bni Oulid	6.38	15.5	21.6	0.6884502534009069	0.6803652968036529	0.4164305949008497	0.6316	Moyen	1091	bnioulid
Sti Fadma	6.61	16.3	19.7	0.6761803147506001	0.6621004566210045	0.4702549575070821	0.6308	Moyen	1092	stifadma
Irigh N'tahala	6.55	16.7	19.5	0.6793811683115498	0.6529680365296804	0.4759206798866855	0.6308	Moyen	1092	irighntahala
Chouafaa	6.19	15.6	22.6	0.6985862896772472	0.678082191780822	0.3881019830028327	0.6303	Moyen	1094	chouafaa
Ait Issafen	6.2	16.0	22.1	0.6980528140837556	0.6689497716894977	0.4022662889518412	0.6302	Moyen	1095	aitissafen
Ait Ouikhalfen	6.41	16.5	20.7	0.6868498266204321	0.6575342465753424	0.4419263456090652	0.6291	Moyen	1096	aitouikhalfen
M'ssici	5.94	14.6	25.3	0.7119231795145372	0.7009132420091324	0.3116147308781869	0.6286	Moyen	1097	mssici
Bouchfaa	7.18	17.3	16.2	0.6457722059215791	0.639269406392694	0.5694050991501416	0.6285	Moyen	1098	bouchfaa
Tifarouine	6.35	16.2	21.7	0.6900506801813817	0.6643835616438356	0.4135977337110481	0.6271	Moyen	1099	tifarouine
Mouarid	5.34	12.9	30.5	0.7439317151240331	0.7397260273972602	0.1643059490084985	0.6267	Moyen	1100	mouarid
Bni Ammart	6.29	15.7	22.7	0.6932515337423313	0.6757990867579908	0.3852691218130311	0.6264	Moyen	1101	bniammart
Sahtryine	6.16	15.3	23.9	0.700186716457722	0.684931506849315	0.3512747875354107	0.6258	Moyen	1102	sahtryine
Dar Jamaa	6.25	15.4	23.4	0.6953854361162977	0.682648401826484	0.3654390934844193	0.6256	Moyen	1103	darjamaa
Sidi Boubker El Haj	6.26	15.6	23.1	0.6948519605228061	0.678082191780822	0.3739376770538243	0.6256	Moyen	1103	sidiboubkerelhaj
Bni Boufrah	6.44	16.0	21.8	0.6852493998399574	0.6689497716894977	0.4107648725212464	0.6255	Moyen	1105	bniboufrah
Sidi M'hamed Chelh	5.15	12.4	32.3	0.7540677514003734	0.7511415525114156	0.1133144475920679	0.625	Moyen	1106	sidimhamedchelh
Rissana Chamalia	6.48	16.1	21.9	0.683115497465991	0.6666666666666666	0.4079320113314447	0.6231	Moyen	1107	rissanachamalia
Tighedouine	6.3	16.0	22.9	0.6927180581488397	0.6689497716894977	0.3796033994334278	0.623	Moyen	1108	tighedouine
Ahl Oued Za	6.13	14.9	25.1	0.7017871432381968	0.6940639269406392	0.3172804532577903	0.6226	Moyen	1109	ahlouedza
Jaafra	5.87	14.6	26.7	0.7156575086689785	0.7009132420091324	0.2719546742209631	0.6225	Moyen	1110	jaafra
Mrija	7.74	18.8	12.9	0.6158975726860496	0.6050228310502282	0.6628895184135977	0.622	Moyen	1111	mrija
M'tioua	7.04	18.1	17.1	0.6532408642304615	0.6210045662100456	0.5439093484419263	0.6217	Moyen	1112	mtioua
Beni Malek	6.24	16.1	23.5	0.6959189117097893	0.6666666666666666	0.3626062322946175	0.6205	Moyen	1113	benimalek
Bsara	7.0	18.2	17.6	0.6553747666044278	0.6187214611872146	0.5297450424929178	0.6193	Moyen	1114	bsara
Oued Malha	6.17	15.8	24.4	0.6996532408642304	0.6735159817351597	0.3371104815864022	0.6193	Moyen	1114	ouedmalha
Sidi Abdellah	6.01	14.7	26.5	0.708188850360096	0.6986301369863014	0.2776203966005665	0.6192	Moyen	1116	sidiabdellah
Bourd	6.06	14.8	26.2	0.7055214723926381	0.6963470319634704	0.2861189801699716	0.6189	Moyen	1117	bourd
Meknassa Acharqia	6.33	15.4	24.3	0.6911176313683649	0.682648401826484	0.3399433427762038	0.6183	Moyen	1118	meknassaacharqia
Bni Ahmed Cherqia	6.76	16.7	20.9	0.6681781808482262	0.6529680365296804	0.4362606232294618	0.6172	Moyen	1119	bniahmedcherqia
Sidi Ali	7.11	15.6	20.6	0.6495065350760203	0.678082191780822	0.4447592067988668	0.6171	Moyen	1120	sidiali
Sidi H'mad Ou Hamed	6.37	16.1	23.5	0.6889837289943985	0.6666666666666666	0.3626062322946175	0.617	Moyen	1121	sidihmadouhamed
Aguelmous	7.79	20.0	12.1	0.6132301947185916	0.5776255707762556	0.6855524079320113	0.617	Moyen	1121	aguelmous
El Beddouza	6.51	15.9	23.1	0.6815150706855162	0.6712328767123288	0.3739376770538243	0.6169	Moyen	1123	elbeddouza
Tanant	6.93	17.3	19.6	0.659109095758869	0.639269406392694	0.4730878186968837	0.616	Moyen	1124	tanant
Tendrara	8.21	19.5	10.9	0.5908242197919444	0.5890410958904109	0.7195467422096318	0.616	Moyen	1124	tendrara
Zoumi	6.5	16.2	23.0	0.6820485462790078	0.6643835616438356	0.376770538243626	0.6157	Moyen	1126	zoumi
Saka	6.78	17.2	20.6	0.6671112296612429	0.6415525114155252	0.4447592067988668	0.615	Moyen	1127	saka
Sidi Boulenouar	7.31	17.8	17.4	0.6388370232061884	0.6278538812785388	0.5354107648725213	0.6149	Moyen	1128	sidiboulenouar
Ait Majden	7.26	18.0	17.4	0.6415044011736464	0.6232876712328768	0.5354107648725213	0.6148	Moyen	1129	aitmajden
Agoudim	6.22	15.1	26.0	0.6969858628967724	0.6894977168949772	0.291784702549575	0.6137	Moyen	1130	agoudim
Taftechna	4.93	12.0	36.3	0.7658042144571886	0.7602739726027397	0.0	0.611	Moyen	1131	taftechna
Azrar	6.54	16.4	23.5	0.6799146439050414	0.6598173515981736	0.3626062322946175	0.6104	Moyen	1132	azrar
Assif El Mal	6.06	15.2	27.4	0.7055214723926381	0.687214611872146	0.2521246458923513	0.6094	Moyen	1133	assifelmal
Ayacha	6.23	15.4	26.6	0.6964523873032809	0.682648401826484	0.2747875354107647	0.608	Moyen	1134	ayacha
Oulad Cherki	5.44	13.4	32.8	0.738596959189117	0.728310502283105	0.0991501416430594	0.6076	Moyen	1135	ouledcherki
Laaouinate	6.02	14.7	28.5	0.7076553747666045	0.6986301369863014	0.2209631728045324	0.6076	Moyen	1135	laaouinate
Issafen	7.33	18.1	18.4	0.6377700720192052	0.6210045662100456	0.5070821529745042	0.6066	Moyen	1137	issafen
Abdelghaya Souahel	5.99	14.8	28.7	0.7092558015470792	0.6963470319634704	0.2152974504249291	0.6066	Moyen	1137	abdelghayasouahel
Al Kharroub	5.8	13.8	30.8	0.7193918378234196	0.7191780821917808	0.1558073654390933	0.6066	Moyen	1137	elkharroub
Lamrija	6.75	16.4	23.2	0.6687116564417178	0.6598173515981736	0.3711048158640226	0.6065	Moyen	1140	lamrija
Mzefroune	5.85	14.5	29.8	0.7167244598559617	0.7031963470319634	0.1841359773371104	0.6061	Moyen	1141	mzefroune
Khouzama	5.3	13.2	34.2	0.7460656174979995	0.7328767123287672	0.0594900849858355	0.6048	Moyen	1142	khouzama
Ourtzarh	6.75	16.7	23.3	0.6687116564417178	0.6529680365296804	0.3682719546742209	0.6039	Moyen	1143	ourtzarh
Sidi Boaal	7.23	19.0	18.3	0.6431048279541212	0.6004566210045662	0.5099150141643058	0.6037	Moyen	1144	sidiboaal
Touizgui	5.7	14.0	31.6	0.7247265937583356	0.7146118721461188	0.1331444759206798	0.6034	Moyen	1145	touizgui
Tassrirt	6.36	16.9	25.2	0.6895172045878901	0.6484018264840183	0.3144475920679886	0.6022	Moyen	1146	tassrirt
Jabria	7.09	18.2	20.2	0.6505734862630035	0.6187214611872146	0.4560906515580736	0.6021	Moyen	1147	jabria
Aguinane	6.57	16.7	24.5	0.6783142171245666	0.6529680365296804	0.3342776203966004	0.6019	Moyen	1148	aguinane
M'zouda	6.3	15.1	27.7	0.6927180581488397	0.6894977168949772	0.2436260623229461	0.6019	Moyen	1148	mzouda
Talilit	7.33	18.7	18.5	0.6377700720192052	0.6073059360730593	0.5042492917847026	0.6019	Moyen	1148	talilit
Ain Beida	6.17	15.7	27.7	0.6996532408642304	0.6757990867579908	0.2436260623229461	0.6013	Moyen	1151	ainbeida
N'khila	6.65	16.9	24.1	0.6740464123766338	0.6484018264840183	0.3456090651558072	0.6007	Moyen	1152	nkhila
Sidi Mansour	6.03	15.1	29.2	0.7071218991731129	0.6894977168949772	0.2011331444759206	0.6006	Moyen	1153	sidimansour
Rouadi	6.55	16.3	25.4	0.6793811683115498	0.6621004566210045	0.3087818696883853	0.6001	Moyen	1154	rouadi
Ternata	6.85	18.2	21.7	0.6633769005068019	0.6187214611872146	0.4135977337110481	0.6	Moyen	1155	ternata
Imi-N'tlit	6.11	15.1	29.0	0.70285409442518	0.6894977168949772	0.206798866855524	0.5996	Moyen	1156	imintlit
Gzenaya Al Janoubia	6.31	15.4	27.9	0.6921845825553481	0.682648401826484	0.2379603399433427	0.5985	Moyen	1157	gzenayaeljanoubia
Dar Laaslouji	6.82	17.0	23.6	0.6649773272872765	0.6461187214611872	0.3597733711048158	0.5983	Moyen	1158	darlaaslouji
Mestferki	7.54	18.9	18.0	0.6265670845558816	0.6027397260273972	0.518413597733711	0.5978	Moyen	1159	mestferki
Bni Abdellah	8.33	20.3	12.6	0.5844225126700453	0.5707762557077625	0.6713881019830028	0.5977	Moyen	1160	bniabdellah
Moul El Bergui	6.22	15.2	28.7	0.6969858628967724	0.687214611872146	0.2152974504249291	0.5977	Moyen	1160	moulelbergui
Nagga	7.22	18.5	20.1	0.6436383035476128	0.6118721461187214	0.4589235127478752	0.5972	Moyen	1162	nagga
Ait Taleb	7.42	18.9	19.0	0.6329687916777808	0.6027397260273972	0.490084985835694	0.5953	Moyen	1163	aittaleb
Arazane	8.1	19.9	14.6	0.5966924513203522	0.5799086757990868	0.6147308781869688	0.5953	Moyen	1163	arazane
Bni Selmane	6.14	15.0	29.8	0.7012536676447053	0.6917808219178082	0.1841359773371104	0.595	Moyen	1165	bniselmane
Sidi Ettiji	6.87	17.6	23.5	0.6623099493198186	0.6324200913242009	0.3626062322946175	0.5934	Moyen	1166	sidiettiji
Ait Yahya	7.2	18.3	21.2	0.644705254734596	0.6164383561643836	0.4277620396600566	0.5928	Moyen	1167	aityahya
Sidi Abdallah El Bouchouari	7.38	18.4	20.3	0.6351026940517472	0.6141552511415524	0.4532577903682718	0.5924	Moyen	1168	sidiabdallahelbouchouari
Tiout	7.65	18.8	18.6	0.620698853027474	0.6050228310502282	0.5014164305949007	0.5921	Moyen	1169	tiout
Sidi El Jazouli	6.7	17.5	24.9	0.6713790344091758	0.634703196347032	0.3229461756373938	0.5907	Moyen	1170	sidieljazouli
Korimate	6.93	18.2	23.0	0.659109095758869	0.6187214611872146	0.376770538243626	0.5905	Moyen	1171	korimate
Oulad Gouaouch	6.11	15.4	30.3	0.70285409442518	0.682648401826484	0.1699716713881018	0.5902	Moyen	1172	ouledgouaouch
Aghbala	8.3	21.6	12.6	0.5860229394505201	0.5410958904109588	0.6713881019830028	0.5896	Moyen	1173	aghbala
Ras Laksar	7.07	17.8	23.0	0.6516404374499867	0.6278538812785388	0.376770538243626	0.5895	Moyen	1174	raslaksar
Souk Tolba	7.23	18.2	21.8	0.6431048279541212	0.6187214611872146	0.4107648725212464	0.5893	Moyen	1175	souktolba
Oulad Rahmoune	6.67	16.7	26.5	0.6729794611896506	0.6529680365296804	0.2776203966005665	0.5879	Moyen	1176	ouledrahmoune
Ait Malek	7.35	17.3	22.7	0.636703120832222	0.639269406392694	0.3852691218130311	0.5872	Moyen	1177	aitmalek
Taouyalte	7.0	17.6	24.2	0.6553747666044278	0.6324200913242009	0.3427762039660056	0.586	Moyen	1178	taouyalte
Kridid	6.27	15.5	30.2	0.6943184849293145	0.6803652968036529	0.1728045325779036	0.5858	Moyen	1179	kridid
Jnane Bouih	7.19	18.5	22.3	0.6452387303280875	0.6118721461187214	0.3966005665722378	0.5855	Moyen	1180	jnanebouih
Bni Faghloum	6.88	17.1	25.6	0.661776473726327	0.6438356164383561	0.3031161473087818	0.5847	Moyen	1181	bnifaghloum
Zinat	6.23	15.3	30.9	0.6964523873032809	0.684931506849315	0.1529745042492917	0.5843	Moyen	1182	zinat
Tamda Noumercid	7.75	20.9	17.0	0.615364097092558	0.5570776255707763	0.546742209631728	0.5842	Moyen	1183	tamdanoumercid
Lahsinate	6.46	16.0	29.1	0.6841824486529742	0.6689497716894977	0.2039660056657223	0.5836	Moyen	1184	lahsinate
Sidi M'hamed Dalil	7.22	18.2	22.9	0.6436383035476128	0.6187214611872146	0.3796033994334278	0.5834	Moyen	1185	sidimhameddalil
Oulad Aamer Tizmarine	6.67	16.9	27.1	0.6729794611896506	0.6484018264840183	0.2606232294617563	0.5831	Moyen	1186	ouledaamertizmarine
Bni Quolla	6.17	14.9	31.9	0.6996532408642304	0.6940639269406392	0.1246458923512747	0.583	Moyen	1187	bniquolla
Er-Rissani	7.18	17.8	23.8	0.6457722059215791	0.6278538812785388	0.3541076487252124	0.5821	Moyen	1188	errissani
Taouloukoult	6.85	17.3	26.0	0.6633769005068019	0.639269406392694	0.291784702549575	0.5818	Moyen	1189	taouloukoult
Shoul	7.66	18.1	21.3	0.6201653774339824	0.6210045662100456	0.4249291784702549	0.5814	Moyen	1190	shoul
Ain Lehjer	7.28	17.5	23.9	0.6404374499866632	0.634703196347032	0.3512747875354107	0.5809	Moyen	1191	ainlehjer
Sidi Ghaneme	6.41	15.7	30.4	0.6868498266204321	0.6757990867579908	0.1671388101983002	0.5796	Moyen	1192	sidighaneme
Derdara	6.44	16.6	29.2	0.6852493998399574	0.6552511415525113	0.2011331444759206	0.5794	Moyen	1193	derdara
Bahhara Ouled Ayad	7.43	17.9	23.0	0.6324353160842892	0.6255707762557078	0.376770538243626	0.5792	Moyen	1194	bahharaouledayad
Sidi Ahmed Cherif	6.91	17.2	26.3	0.6601760469458522	0.6415525114155252	0.2832861189801698	0.5792	Moyen	1194	sidiahmedcherif
El Hammam	7.91	20.6	17.9	0.6068284875966925	0.5639269406392693	0.5212464589235127	0.5768	Moyen	1196	elhammam
Tiqqi	6.14	15.1	33.0	0.7012536676447053	0.6894977168949772	0.0934844192634559	0.5762	Moyen	1197	tiqqi
Tatoft	7.25	17.9	24.8	0.642037876767138	0.6255707762557078	0.3257790368271954	0.5738	Moyen	1198	tatoft
Tafraouten	7.17	18.5	24.5	0.6463056815150707	0.6118721461187214	0.3342776203966004	0.5736	Moyen	1199	tafraouten
El Bibane	6.98	17.5	26.6	0.656441717791411	0.634703196347032	0.2747875354107647	0.5736	Moyen	1199	elbibane
Imilmaiss	6.94	17.7	26.7	0.6585756201653774	0.6301369863013698	0.2719546742209631	0.5727	Moyen	1201	imilmaiss
Charqaoua	5.88	13.9	36.3	0.7151240330754869	0.7168949771689497	0.0	0.5726	Moyen	1202	charqaoua
Azaghar N'irs	7.35	18.2	24.3	0.636703120832222	0.6187214611872146	0.3399433427762038	0.572	Moyen	1203	azagharnirs
Bni Idder	6.87	17.1	27.9	0.6623099493198186	0.6438356164383561	0.2379603399433427	0.5719	Moyen	1204	bniidder
Tisrasse	7.59	18.2	23.2	0.6238997065884235	0.6187214611872146	0.3711048158640226	0.5718	Moyen	1205	tisrasse
Tamda	7.6	18.6	22.7	0.623366230994932	0.6095890410958904	0.3852691218130311	0.5716	Moyen	1206	tamda
Sidi M'hamed Akhdim	7.51	19.4	22.2	0.6281675113363564	0.591324200913242	0.3994334277620396	0.5714	Moyen	1207	sidimhamedakhdim
Tataoute	7.54	19.3	22.3	0.6265670845558816	0.593607305936073	0.3966005665722378	0.5707	Moyen	1208	tataoute
Talgjount	7.22	17.9	25.6	0.6436383035476128	0.6255707762557078	0.3031161473087818	0.5701	Moyen	1209	talgjount
Lamrabih	6.92	17.1	28.0	0.6596425713523606	0.6438356164383561	0.235127478753541	0.57	Moyen	1210	lamrabih
El Mers	7.72	19.4	21.5	0.6169645238730328	0.591324200913242	0.4192634560906515	0.5697	Moyen	1211	elmers
Iguerferouane	7.06	17.0	27.6	0.6521739130434783	0.6461187214611872	0.2464589235127477	0.5692	Moyen	1212	iguerferouane
Bni Mansour	6.3	15.0	33.7	0.6927180581488397	0.6917808219178082	0.073654390934844	0.5686	Moyen	1213	bnimansour
Douirane	8.03	19.8	19.8	0.6004267804747934	0.5821917808219177	0.4674220963172804	0.5684	Moyen	1214	douirane
Sidi M'bark	7.96	19.5	20.5	0.6041611096292345	0.5890410958904109	0.4475920679886684	0.5683	Moyen	1215	sidimbark
Ait Boufoulen	6.97	17.5	27.8	0.6569751933849026	0.634703196347032	0.2407932011331444	0.5671	Moyen	1216	aitboufoulen
Tassift	7.93	19.1	21.4	0.6057615364097093	0.5981735159817352	0.4220963172804532	0.5668	Moyen	1217	tassift
Sidi Abdeljalil	6.96	16.8	28.8	0.6575086689783942	0.6506849315068493	0.2124645892351273	0.5665	Moyen	1218	sidiabdeljalil
Amouguer	7.73	19.1	22.4	0.6164310482795412	0.5981735159817352	0.3937677053824362	0.5664	Moyen	1219	amouguer
Oulad Mimoun	6.02	14.5	36.3	0.7076553747666045	0.7031963470319634	0.0	0.5648	Moyen	1220	ouledmimoun
Ouled Dlim	6.7	17.0	30.3	0.6713790344091758	0.6461187214611872	0.1699716713881018	0.5635	Moyen	1221	ouleddlim
Moulay Abdelkrim	7.01	17.7	28.0	0.6548412910109362	0.6301369863013698	0.235127478753541	0.5635	Moyen	1221	moulayabdelkrim
Saidate	6.96	16.5	29.9	0.6575086689783942	0.6575342465753424	0.1813031161473087	0.5623	Moyen	1223	saidate
Ouannana	6.94	16.7	30.0	0.6585756201653774	0.6529680365296804	0.178470254957507	0.5609	Moyen	1224	ouannana
M'khalif	6.15	14.6	36.3	0.7007201920512136	0.7009132420091324	0.0	0.5606	Moyen	1225	mkhalif
Ouizeght	8.47	19.5	19.5	0.576953854361163	0.5890410958904109	0.4759206798866855	0.5604	Moyen	1226	ouizeght
Gteter	8.61	20.3	18.0	0.5694851960522807	0.5707762557077625	0.518413597733711	0.5597	Moyen	1227	gteter
Imoulass	7.57	18.6	25.0	0.6249666577754067	0.6095890410958904	0.320113314447592	0.5594	Moyen	1228	imoulass
Talsint	9.35	21.6	13.0	0.5300080021339024	0.5410958904109588	0.660056657223796	0.5593	Moyen	1229	talsint
Laghdir	8.18	21.0	19.4	0.5924246465724193	0.5547945205479452	0.4787535410764872	0.5584	Moyen	1230	laghdir
Ain Kaicher	7.43	19.0	25.5	0.6324353160842892	0.6004566210045662	0.3059490084985835	0.5575	Moyen	1231	ainkaicher
Tizaghte	7.19	18.2	27.7	0.6452387303280875	0.6187214611872146	0.2436260623229461	0.557	Moyen	1232	tizaghte
Kalaat Bouqorra	7.67	18.4	25.2	0.6196319018404908	0.6141552511415524	0.3144475920679886	0.557	Moyen	1232	kalaatbouqorra
Bni Bataou	7.82	19.4	23.4	0.6116297679381169	0.591324200913242	0.3654390934844193	0.5563	Moyen	1234	bnibataou
My Driss Aghbal	7.91	19.3	23.2	0.6068284875966925	0.593607305936073	0.3711048158640226	0.5557	Moyen	1235	mydrissaghbal
Enjil	8.35	20.5	19.7	0.5833555614830621	0.5662100456621004	0.4702549575070821	0.5556	Moyen	1236	enjil
Sidi Bousber	7.59	18.6	25.6	0.6238997065884235	0.6095890410958904	0.3031161473087818	0.5554	Moyen	1237	sidibousber
Idmine	7.09	17.4	29.5	0.6505734862630035	0.636986301369863	0.1926345609065155	0.5549	Moyen	1238	idmine
Imi-N'oulaoune	7.14	17.7	29.0	0.6479061082955455	0.6301369863013698	0.206798866855524	0.5544	Moyen	1239	iminoulaoune
Hassi-Berkane	8.21	19.6	21.7	0.5908242197919444	0.5867579908675798	0.4135977337110481	0.5542	Moyen	1240	hassiberkane
Bni Gmil Maksouline	6.94	17.1	30.7	0.6585756201653774	0.6438356164383561	0.1586402266288951	0.5542	Moyen	1240	bnigmilmaksouline
Bizdad	8.32	21.6	19.0	0.5849559882635369	0.5410958904109588	0.490084985835694	0.5528	Moyen	1242	bizdad
Assebbab	8.75	21.0	17.7	0.5620165377433982	0.5547945205479452	0.5269121813031161	0.5528	Moyen	1242	assebbab
Tafraout El Mouloud	8.17	20.2	21.5	0.5929581221659109	0.5730593607305936	0.4192634560906515	0.5522	Moyen	1244	tafraoutelmouloud
Sidi Azzouz	7.78	18.7	25.2	0.6137636703120832	0.6073059360730593	0.3144475920679886	0.552	Moyen	1245	sidiazzouz
Teroual	8.05	20.3	22.1	0.5993598292878101	0.5707762557077625	0.4022662889518412	0.5514	Moyen	1246	teroual
Louadaine	7.71	18.3	26.2	0.6174979994665244	0.6164383561643836	0.2861189801699716	0.5509	Moyen	1247	louadaine
Messassa	7.04	17.9	29.9	0.6532408642304615	0.6255707762557078	0.1813031161473087	0.5506	Moyen	1248	messassa
Amejjaou	7.7	20.0	24.3	0.618031475060016	0.5776255707762556	0.3399433427762038	0.5503	Moyen	1249	amejjaou
Ait Makhlouf	7.64	18.8	26.1	0.6212323286209656	0.6050228310502282	0.2889518413597732	0.5499	Moyen	1250	aitmakhlouf
Lamssid	6.98	16.7	31.8	0.656441717791411	0.6529680365296804	0.1274787535410764	0.5496	Moyen	1251	lamssid
Rghioua	7.66	19.6	25.2	0.6201653774339824	0.5867579908675798	0.3144475920679886	0.549	Moyen	1252	rghioua
Bir Ennasr	7.88	19.5	24.4	0.6084289143771673	0.5890410958904109	0.3371104815864022	0.5483	Moyen	1253	birennasr
Tamchachate	7.98	19.7	23.9	0.6030941584422513	0.5844748858447488	0.3512747875354107	0.5471	Moyen	1254	tamchachate
Ain Sfa	8.9	21.5	17.4	0.5540144038410244	0.54337899543379	0.5354107648725213	0.5471	Moyen	1254	ainsfa
Toumliline	9.0	22.0	16.4	0.5486796479061082	0.5319634703196346	0.5637393767705383	0.5467	Moyen	1256	toumliline
Asjen	8.3	20.1	22.2	0.5860229394505201	0.5753424657534245	0.3994334277620396	0.5455	Moyen	1257	asjen
Bouadel	8.68	21.2	19.2	0.5657508668978395	0.5502283105022832	0.4844192634560906	0.5448	Moyen	1258	bouadel
Bni Oual	7.3	18.7	28.8	0.63937049879968	0.6073059360730593	0.2124645892351273	0.5444	Moyen	1259	bnioual
Assaisse	8.18	21.0	22.0	0.5924246465724193	0.5547945205479452	0.405099150141643	0.5437	Moyen	1260	assaisse
Ain Aicha	7.56	18.9	27.5	0.6255001333688984	0.6027397260273972	0.2492917847025495	0.5434	Moyen	1261	ainaicha
Sidi Abdelmoumen	7.63	18.9	27.2	0.6217658042144572	0.6027397260273972	0.2577903682719547	0.5433	Moyen	1262	sidiabdelmoumen
Ait Blal	7.35	17.2	30.7	0.636703120832222	0.6415525114155252	0.1586402266288951	0.5425	Moyen	1263	aitblal
Bghaghza	7.5	19.0	27.9	0.628700986929848	0.6004566210045662	0.2379603399433427	0.5421	Moyen	1264	bghaghza
Labouirat	8.29	19.5	24.0	0.5865564150440118	0.5890410958904109	0.348441926345609	0.5397	Moyen	1265	labouirat
Senada	7.91	19.5	26.0	0.6068284875966925	0.5890410958904109	0.291784702549575	0.5385	Moyen	1266	senada
El Ganzra	8.47	20.9	21.7	0.576953854361163	0.5570776255707763	0.4135977337110481	0.5383	Moyen	1267	elganzra
Timlilt	7.29	17.9	30.9	0.6399039743931716	0.6255707762557078	0.1529745042492917	0.5382	Moyen	1268	timlilt
Ait Ouqabli	8.59	21.5	20.5	0.5705521472392638	0.54337899543379	0.4475920679886684	0.5378	Moyen	1269	aitouqabli
Laamamra	8.21	20.0	24.4	0.5908242197919444	0.5776255707762556	0.3371104815864022	0.5361	Moyen	1270	laamamra
Mogress	8.94	21.8	18.8	0.551880501467058	0.5365296803652968	0.4957507082152974	0.536	Moyen	1271	mogress
Fifi	8.25	20.3	23.9	0.5886903174179782	0.5707762557077625	0.3512747875354107	0.5358	Moyen	1272	fifi
Timezgadiouine	8.63	21.4	21.2	0.5684182448652975	0.545662100456621	0.4277620396600566	0.5335	Moyen	1273	timezgadiouine
Mkansa	7.48	18.8	29.9	0.6297679381168311	0.6050228310502282	0.1813031161473087	0.5327	Moyen	1274	mkansa
Al Manzla	7.09	17.4	33.5	0.6505734862630035	0.636986301369863	0.0793201133144475	0.5322	Moyen	1275	elmanzla
Rislane	8.91	21.2	20.5	0.5534809282475326	0.5502283105022832	0.4475920679886684	0.5313	Moyen	1276	rislane
Bni Ahmed Imoukzan	8.17	20.3	25.1	0.5929581221659109	0.5707762557077625	0.3172804532577903	0.5312	Moyen	1277	bniahmedimoukzan
Ait Oum El Bekht	8.44	20.9	23.1	0.5785542811416378	0.5570776255707763	0.3739376770538243	0.5312	Moyen	1277	aitoumelbekht
Sidi Yahia Bni Zeroual	8.85	22.3	19.6	0.5566817818084824	0.5251141552511416	0.4730878186968837	0.5305	Moyen	1279	sidiyahiabnizeroual
Ida Ou Gailal	8.27	19.7	25.5	0.587623366230995	0.5844748858447488	0.3059490084985835	0.5303	Moyen	1280	idaougailal
Tassegdelt	7.56	19.0	29.8	0.6255001333688984	0.6004566210045662	0.1841359773371104	0.5297	Moyen	1281	tassegdelt
Tamedit	8.0	19.5	27.2	0.6020272072552681	0.5890410958904109	0.2577903682719547	0.5293	Moyen	1282	tamedit
Skoura Lhadra	6.88	16.4	36.3	0.661776473726327	0.6598173515981736	0.0	0.5288	Moyen	1283	skouralhadra
Bni Mathar	9.15	22.4	18.4	0.5406775140037343	0.5228310502283104	0.5070821529745042	0.5286	Moyen	1284	bnimathar
Mikkes	7.34	18.2	32.0	0.6372365964257136	0.6187214611872146	0.121813031161473	0.5286	Moyen	1284	mikkes
Sidi Boulkhalf	8.3	20.3	25.0	0.5860229394505201	0.5707762557077625	0.320113314447592	0.5283	Moyen	1286	sidiboulkhalf
Irhzrane	9.32	24.0	15.8	0.5316084289143772	0.4863013698630136	0.5807365439093484	0.5278	Moyen	1287	irhzrane
Azgour	8.48	20.6	23.9	0.5764203787676714	0.5639269406392693	0.3512747875354107	0.5276	Moyen	1288	azgour
Chougrane	8.02	20.5	26.2	0.600960256068285	0.5662100456621004	0.2861189801699716	0.5276	Moyen	1288	chougrane
