commune_norm	commune	taux_jeunesse	taux_vieillesse	INIV	nb_atm	IEDU	Indice_accessibilite_x	Indice_accessibilite_y	Indice_transport	indice_densite_routiere_x	Indice_POI_x	densite_norm	Indice_POI_y	indice_densite_routiere_y	indice_transport	Indice_accessibilite	densite
meknassaelgharbia	Meknassa Al Gharbia	26.0	16.9	0.7514		0.5382	1.68	1.68	0.0	3.35	0.0	0.0060090285256992	0.0	3.35	0.0	1.68	3422.0
meknes	Meknès	22.6	17.2	0.9731	6.0	0.8408	42.82	42.82	72.36	26.31	39.77		39.77	26.31	72.36	42.82	
melaab	Melaab	33.2	13.2	0.7925		0.5811	1.39	1.39	0.0	2.48	0.77	0.030346563537236	0.77	2.48	0.0	1.39	17229.0
melgelouidane	Melg El Ouidane	27.8	14.2	0.753		0.4405	3.0	3.0	0.24	5.76	0.26	0.014094512200496	0.26	5.76	0.24	3.0	8009.0
melilia	Melilia	0.0	0.0	0.7525	1.0	0.5494	19.99	19.99	1.68	38.96	0.04	0.0	0.04	38.96	1.68	19.99	0.0
mellila	Mellila	29.0	13.9	0.7335		0.4428	2.18	2.18	0.0	4.35	0.04	0.0276337753585763	0.04	4.35	0.0	2.18	15690.0
menara	Ménara	24.9	13.2	0.9949	3.0	0.8628	35.29	35.29	63.22	26.48	15.42		15.42	26.48	63.22	35.29	
merselkheir	Mers El Kheir	27.7	10.1	0.9677		0.7655	5.99	5.99	2.16	10.54	0.37	0.0467660709343871	0.37	10.54	2.16	5.99	26544.0
merssultan	Mers-Sultan	15.8	23.4	0.9705	1.0	0.8398	43.69	43.69	12.98	77.34	5.62	0.1718910019689307	5.62	77.34	12.98	43.69	97529.0
meskala	Meskala	30.3	15.8	0.7223		0.4229	2.81	2.81	0.0	5.62	0.0	0.0076941653020466	0.0	5.62	0.0	2.81	4378.0
meskoura	Meskoura	28.4	14.0	0.6557		0.4528	1.54	1.54	0.0	3.06	0.04	0.0108335257609115	0.04	3.06	0.0	1.54	6159.0
messassa	Messassa	34.4	13.2	0.5506		0.4286	0.77	0.77	0.0	1.54	0.0	0.0144223735398272	0.0	1.54	0.0	0.77	8195.0
mestegmer	Mestegmer	25.1	18.4	0.704		0.5027	2.17	2.17	0.0	4.3	0.11	0.0093035061773659	0.11	4.3	0.0	2.17	5291.0
mestferki	Mestferki	28.3	16.7	0.5978		0.3317	2.31	2.31	0.0	4.6	0.04	0.0074967434202988	0.04	4.6	0.0	2.31	4266.0
mesti	Mesti	24.0	18.3	0.774		0.5889	3.44	3.44	0.0	6.81	0.18	0.0043873487827707	0.18	6.81	0.0	3.44	2502.0
metrane	Metrane	27.3	19.0	0.8163		0.4386	2.6	2.6	0.0	5.19	0.0	0.0161921196940665	0.0	5.19	0.0	2.6	9199.0
mettouh	Mettouh	27.2	16.7	0.8063		0.4668	2.33	2.33	0.0	4.64	0.04	0.0459376041091954	0.04	4.64	0.0	2.33	26074.0
mezguita	Mezguita	29.2	14.5	0.8074		0.6501	9.54	9.54	0.0	18.96	0.29	0.0124640189807037	0.29	18.96	0.0	9.54	7084.0
mezraoua	Mezraoua	28.8	14.1	0.6504		0.3861	1.71	1.71	0.0	3.4	0.04	0.013569228979417	0.04	3.4	0.0	1.71	7711.0
mfassis	M'fassis	28.0	16.7	0.8449		0.7566	2.94	2.94	0.0	5.89	0.0	0.008679512015413	0.0	5.89	0.0	2.94	4937.0
mgarto	M'garto	26.9	17.9	0.79		0.4537	2.58	2.58	0.0	5.17	0.0	0.013211401818749	0.0	5.17	0.0	2.58	7508.0
mghogha	Mghogha	26.4	9.5	0.9734		0.791						0.4444883159737217	0.0	0.0	0.0		252177.0
mhajer	M'hajer	24.9	18.2	0.7801		0.4396	2.57	2.57	0.0	5.1	0.11	0.0140927495051232	0.11	5.1	0.0	2.57	8008.0
mhamidelghizlane	M'hamid El Ghizlane	28.9	12.8	0.7935	2.0	0.7108	0.52	0.52	0.24	0.09	2.02	0.010766543336747	2.02	0.09	0.24	0.52	6121.0
mhaya	M'haya	31.6	10.9	0.7664		0.5358	2.68	2.68	0.72	4.8	0.33	0.0529566570834794	0.33	4.8	0.72	2.68	30056.0
mibladen	Mibladen	29.8	12.8	0.4911		0.422	1.72	1.72	0.0	3.39	0.11	0.0053568312377823	0.11	3.39	0.0	1.72	3052.0
midar	Midar	25.0	16.9	0.8927		0.654	2.48	2.48	0.48	4.01	1.65	0.0270309335410963	1.65	4.01	0.48	2.48	15348.0
midelt	Midelt	26.6	14.4	0.9636	2.0	0.8408	10.43	10.43	0.0	19.15	4.3	0.1095268396810931	4.3	19.15	0.0	10.43	62149.0
mijik	Mijik	0.0	0.0	0.8579		0.5494						0.0011157861709497	0.0	0.0	0.0		646.0
mikkes	Mikkes	34.4	10.3	0.5286	1.0	0.347	2.04	2.04	0.0	4.05	0.07	0.010808848025693	0.07	4.05	0.0	2.04	6145.0
mirleft	Mirleft	26.5	14.9	0.9384	2.0	0.6821	1.94	1.94	0.48	2.65	2.35	0.0171298736323687	2.35	2.65	0.48	1.94	9731.0
missour	Missour	29.0	11.1	0.9564		0.8057	9.45	9.45	0.0	18.09	2.02	0.0492849626220446	2.02	18.09	0.0	9.45	27973.0
mkansa	Mkansa	32.4	11.4	0.5327		0.4325	2.01	2.01	0.0	3.99	0.07	0.0417177113868358	0.07	3.99	0.0	2.01	23680.0
mkhalif	M'khalif	31.2	16.1	0.5606		0.3463	0.86	0.86	0.0	1.73	0.0	0.0088998489370065	0.0	1.73	0.0	0.86	5062.0
mnabha	M'nabha	30.3	12.5	0.7111		0.567	0.84	0.84	0.72	1.2	0.11	0.023880996909995	0.11	1.2	0.72	0.84	13561.0
mnasra	Mnasra	31.9	8.9	0.7726		0.4699	4.36	4.36	0.0	8.67	0.15	0.0730108423392377	0.15	8.67	0.0	4.36	41433.0
mniaa	Mniaa	31.4	14.1	0.7473		0.4682	2.51	2.51	0.0	5.01	0.04	0.0194513434382783	0.04	5.01	0.0	2.51	11048.0
mograne	Mograne	33.4	8.9	0.7269		0.5615	2.51	2.51	0.48	4.72	0.04	0.0642308566875781	0.04	4.72	0.48	2.51	36452.0
mogress	Mogress	32.7	12.9	0.536		0.4028	2.28	2.28	0.24	4.37	0.11	0.0286385117210428	0.11	4.37	0.24	2.28	16260.0
mohammadia	Mohammadia	20.9	18.5	0.982		0.8339						0.3415768720265532	10.39	40.04	32.93		193794.0
mohammedia							31.98	31.98	32.93	40.04	10.39					31.98	
mohaouhammouzayani	Moha Ou Hammou Zayani	25.2	14.8	0.7183		0.628	1.89	1.89	0.0	3.62	0.4	0.0183849127377655	0.4	3.62	0.0	1.89	10443.0
moqrissat	Moqrissat	24.3	16.5	0.7218		0.6637						0.0165693365038347	0.22	1.12	0.0		9413.0
moqrisset							0.6	0.6	0.0	1.12	0.22					0.6	
moualineeloued	Moualine El Oued	26.3	16.9	0.8409		0.5247	4.53	4.53	0.0	9.04	0.07	0.0160475786735012	0.07	9.04	0.0	4.53	9117.0
mouarid	Mouarid	30.9	16.5	0.6267		0.4082	1.91	1.91	0.0	3.82	0.0	0.0093475735616846	0.0	3.82	0.0	1.91	5316.0
moulayabdallah							12.1	12.1	18.75	12.25	1.73		1.73	12.25	18.75	12.1	
moulayabdelkader	Moulay Abdelkader	27.8	13.7	0.7026		0.4795	2.38	2.38	0.0	4.75	0.0	0.0136203471452267	0.0	4.75	0.0	2.38	7740.0
moulayabdelkrim	Moulay Abdelkrim	26.0	17.4	0.5635		0.3884	1.34	1.34	0.0	2.68	0.0	0.0115350785192653	0.0	2.68	0.0	1.34	6557.0
moulayahmedcherif	Moulay Ahmed Cherif	31.7	9.1	0.6622		0.4239	3.74	3.74	0.0	7.49	0.0	0.0164706255629608	0.0	7.49	0.0	3.74	9357.0
moulayaissabendriss	Moulay Aissa Ben Driss	29.0	15.0	0.8282		0.6239	6.99	6.99	0.0	13.92	0.15	0.023593677564237	0.15	13.92	0.0	6.99	13398.0
moulayalicherif	Moulay Ali Cherif	31.1	10.2	0.9888	1.0	0.7837	24.88	24.88	0.96	48.69	1.21	0.0388850599228291	1.21	48.69	0.96	24.88	22073.0
moulaybouazza	Moulay Bouazza	23.6	17.7	0.6926		0.5504	2.09	2.09	0.0	4.15	0.07	0.0133524174485689	0.07	4.15	0.0	2.09	7588.0
moulaybouchta	Moulay Bouchta	26.8	18.2	0.5076		0.4845	1.36	1.36	0.0	2.73	0.0	0.0220636579806914	0.0	2.73	0.0	1.36	12530.0
moulaybousselham	Moulay Bousselham	32.5	8.6	0.7494	1.0	0.4483	4.97	4.97	0.24	8.99	2.02	0.057492072277561	2.02	8.99	0.24	4.97	32629.0
moulaybouzarqtoune	Moulay Bouzarqtoune	26.5	17.0	0.7549		0.4787	3.72	3.72	0.24	7.22	0.18	0.0098622806105271	0.18	7.22	0.24	3.72	5608.0
moulaybrahim	Moulay Brahim	28.4	15.6	0.7317		0.6134	2.75	2.75	3.37	3.28	0.48	0.0199448981426478	0.48	3.28	3.37	2.75	11328.0
moulaydrissaghbal							2.2	2.2	0.0	4.39	0.04					2.2	
moulaydrisszerhoun					2.0		14.67	14.67	0.96	28.11	1.62					14.67	
moulayrachid	Moulay Rachid	23.5	14.7	0.9695		0.8042	30.22	30.22	22.12	45.43	4.37	0.4312945411087001	4.37	45.43	22.12	30.22	244692.0
moulayyacoub	Moulay Yacoub	30.5	13.6	0.9272		0.7229	8.98	8.98	0.48	17.58	0.22	0.0079885354292956	0.22	17.58	0.48	8.98	4545.0
moulelbergui	Moul El Bergui	29.5	14.4	0.5977		0.5892	4.92	4.92	0.0	9.83	0.0	0.0270432724087056	0.0	9.83	0.0	4.92	15355.0
mqamtolba	M'qam Tolba	28.5	14.7	0.4563		0.5048	0.98	0.98	0.0	1.94	0.04	0.0265409042274723	0.04	1.94	0.0	0.98	15070.0
mramer	M'ramer	31.2	16.6	0.4498		0.4078	1.47	1.47	0.0	2.91	0.07	0.0114134525385457	0.07	2.91	0.0	1.47	6488.0
mrhassiyine	Mrhassiyine	29.6	14.3	0.8002		0.5592	2.36	2.36	0.0	4.65	0.18	0.0146991167133487	0.18	4.65	0.0	2.36	8352.0
mrija	Mrija	33.3	11.4	0.622		0.3445	1.05	1.05	0.0	2.1	0.0	0.0050554103290423	0.0	2.1	0.0	1.05	2881.0
mrirt	M'rirt	24.7	16.2	0.9578		0.7223	6.34	6.34	0.0	12.33	0.88	0.0815228982942396	0.88	12.33	0.0	6.34	46262.0
mrizigue	Mrizigue	29.9	14.3	0.6416		0.4018	3.43	3.43	0.24	6.69	0.07	0.0139482084845579	0.07	6.69	0.24	3.43	7926.0
msaada	M'saada	31.6	10.7	0.6904		0.5458	4.84	4.84	0.24	9.53	0.04	0.0394596986143451	0.04	9.53	0.24	4.84	22399.0
msemrir	M'semrir	32.7	10.8	0.8022		0.6316	0.45	0.45	0.0	0.61	0.73	0.0152878569678466	0.73	0.61	0.0	0.45	8686.0
msied	Msied	20.7	11.7	0.0697		0.2429	0.32	0.32	0.0	0.65	0.0	0.002619365323904	0.0	0.65	0.0	0.32	1499.0
msila	Msila	28.1	15.6	0.4387		0.5596	1.99	1.99	0.0	3.95	0.07	0.0137243461722188	0.07	3.95	0.0	1.99	7799.0
mssici	M'ssici	33.8	15.2	0.6286		0.4629	0.86	0.86	0.0	1.69	0.07	0.0095925882184966	0.07	1.69	0.0	0.86	5455.0
mtal	M'tal	27.8	19.3	0.7088		0.332	2.95	2.95	0.0	5.87	0.07	0.0154412114652757	0.07	5.87	0.0	2.95	8773.0
mtalssa	Mtalssa	27.9	14.9	0.6971		0.5298	0.7	0.7	0.0	1.25	0.4	0.0292272519755408	0.4	1.25	0.0	0.7	16594.0
mtarnagha	Mtarnagha	25.0	21.3	0.8845		0.5923	4.46	4.46	0.0	8.93	0.0	0.0071265773920216	0.0	8.93	0.0	4.46	4056.0
mtioua	M'tioua	28.1	12.0	0.6217		0.4982	2.09	2.09	0.0	4.04	0.37	0.0181769146837812	0.37	4.04	0.0	2.09	10325.0
myabdellah	My Abdellah	31.6	8.3	0.9043		0.6829						0.1828655433596621	1.73	12.25	18.75		103755.0
mydrissaghbal	My Driss Aghbal	25.4	18.8	0.5557		0.4592						0.00805551785346	0.04	4.39	0.0		4583.0
myidrisszerhoun	My Idriss Zerhoun	22.9	19.6	0.9532		0.7578						0.0176622076349387	1.62	28.11	0.96		10033.0
mzamzajanoubia	Mzamza Janoubia	29.8	13.3	0.6921		0.4659	4.28	4.28	0.48	8.23	0.11	0.0354425158598516	0.11	8.23	0.48	4.28	20120.0
mzefroune	Mzefroune	23.9	19.3	0.6061		0.5015	2.38	2.38	0.0	4.75	0.0	0.0109516263508856	0.0	4.75	0.0	2.38	6226.0
mzemsanhaja	M'zem Sanhaja	33.2	11.9	0.771		0.5485	0.76	0.76	0.0	1.5	0.04	0.0192697858148852	0.04	1.5	0.0	0.76	10945.0
mzilate	Mzilate	30.1	17.1	0.4655		0.4166	1.84	1.84	0.0	3.67	0.0	0.0062751955269842	0.0	3.67	0.0	1.84	3573.0
mzizel	M'zizel	30.9	13.6	0.7836		0.644	0.64	0.64	0.0	1.28	0.0	0.0132008256465125	0.0	1.28	0.0	0.64	7502.0
mzouda	M'zouda	31.2	13.8	0.6019		0.4431	0.77	0.77	0.0	1.42	0.29	0.0446014810166521	0.29	1.42	0.0	0.77	25316.0
mzoura	Mzoura	26.3	17.6	0.7081		0.3274	3.37	3.37	0.0	6.71	0.07	0.0148260307801865	0.07	6.71	0.0	3.37	8424.0
nador	Nador	23.9	15.6	0.9323	1.0	0.7349	31.18	31.18	40.38	34.51	9.03	0.2742718746089019	9.03	34.51	40.38	31.18	155611.0
nagga	Nagga	30.3	14.3	0.5972		0.481	3.54	3.54	0.0	7.08	0.0	0.0387440442930093	0.0	7.08	0.0	3.54	21993.0
naima	Naima	22.5	18.3	0.9125		0.7899	6.38	6.38	0.24	12.54	0.18	0.0017715088496121	0.18	12.54	0.24	6.38	1018.0
naour	Naour	27.1	14.4	0.1664		0.4391	1.51	1.51	0.0	3.0	0.07	0.0093246585218389	0.07	3.0	0.0	1.51	5303.0
nekkour	Nekkour	25.9	15.5	0.7897		0.4649	3.27	3.27	0.0	6.47	0.18	0.0135850932377717	0.18	6.47	0.0	3.27	7720.0
nfifa	Nfifa	28.8	15.6	0.8402		0.6056	6.26	6.26	0.0	12.49	0.07	0.0110485745963868	0.07	12.49	0.0	6.26	6281.0
nihit	Nihit	21.4	28.2	0.663		0.39	1.66	1.66	0.0	3.25	0.15	0.0025188916876574	0.15	3.25	0.0	1.66	1442.0
nkhila	N'khila	31.6	12.8	0.6007		0.4053	5.34	5.34	0.0	10.66	0.07	0.022514907996115	0.07	10.66	0.0	5.34	12786.0
nkob	N'kob	33.0	13.2	0.7476		0.4343	3.08	3.08	0.0	5.7	1.14	0.0136238725359722	1.14	5.7	0.0	3.08	7742.0
nouaceur	Nouaceur	29.0	11.3	0.9735	1.0	0.8163	10.21	10.21	8.17	14.78	1.84	0.0603864180796138	1.84	14.78	8.17	10.21	34271.0
nouirate	Nouirate	30.8	12.0	0.7551		0.5992	1.65	1.65	0.0	3.27	0.07	0.0472754898971114	0.07	3.27	0.0	1.65	26833.0
nzalatbniamar	N'zalat Bni Amar	27.5	16.7	0.8021		0.5537	4.64	4.64	0.0	9.17	0.26	0.0134951957737615	0.26	9.17	0.0	4.64	7669.0
nzalatlaadam	Nzalat Laadam	34.1	8.4	0.8399		0.6798	3.62	3.62	5.29	3.88	0.44	0.0267612411490658	0.44	3.88	5.29	3.62	15195.0
ouadamlil	Ouad Amlil	28.4	13.2	0.9268		0.649						0.0191834137416205	0.37	15.12	0.72		10896.0
ouadessafa							5.77	5.77	12.26	4.08	0.26					5.77	
ouadlbour	Ouad L'bour	28.0	22.7	0.6414		0.3957						0.0086248684588578	0.11	6.21	0.0		4906.0
ouahatsidibrahim	Ouahat Sidi Brahim	31.7	8.2	0.9731		0.7755	9.31	9.31	5.77	14.9	0.66	0.0642238059060871	0.66	14.9	5.77	9.31	36448.0
ouaklim	Ouaklim	35.7	10.4	0.7922		0.5835	1.19	1.19	0.0	2.29	0.22	0.0212175642017722	0.22	2.29	0.0	1.19	12050.0
oualili	Oualili	26.1	17.2	0.635		0.6638	3.77	3.77	0.0	7.34	0.51	0.0158554448778716	0.51	7.34	0.0	3.77	9008.0
oualqadi	Oualqadi	17.2	31.1	0.7419		0.4122	1.24	1.24	0.0	2.44	0.11	0.0025030274293026	0.11	2.44	0.0	1.24	1433.0
ouannana	Ouannana	25.8	15.9	0.5609		0.495	2.26	2.26	0.0	4.53	0.0	0.0213462409639828	0.0	4.53	0.0	2.26	12123.0
ouaouizeght	Ouaouizeght	26.1	17.3	0.8337		0.6943	2.5	2.5	0.24	4.69	0.4	0.0235901521734915	0.4	4.69	0.24	2.5	13396.0
ouaoula	Ouaoula	32.5	10.6	0.5129		0.3656	1.27	1.27	0.0	2.52	0.04	0.0465122428007114	0.04	2.52	0.0	1.27	26400.0
ouaoumana	Ouaoumana	24.6	15.7	0.8071		0.4716	0.75	0.75	0.0	1.42	0.22	0.0155769390089774	0.22	1.42	0.0	0.75	8850.0
ouaouzgane	Ouaouzgane	32.7	9.0	0.3619		0.4394	1.75	1.75	0.0	3.48	0.04	0.02247965408866	0.04	3.48	0.0	1.75	12766.0
ouardana	Ouardana	25.6	17.2	0.8268		0.5452	1.92	1.92	0.0	3.83	0.04	0.0123688334305753	0.04	3.83	0.0	1.92	7030.0
ouargui	Ouargui	29.9	13.6	0.8454		0.6495	2.25	2.25	0.0	4.48	0.04	0.0189895172506182	0.04	4.48	0.0	2.25	10786.0
ouarzazate	Ouarzazate	28.2	11.1	0.9977		0.8578	7.74	7.74	2.64	9.79	10.28	0.1336722408970004	10.28	9.79	2.64	7.74	75847.0
ouazguita	Ouazguita	30.2	15.8	0.6318		0.5056	1.82	1.82	0.0	3.48	0.4	0.0092647268791654	0.4	3.48	0.0	1.82	5269.0
oudka	Oudka	25.8	15.9	0.4584		0.5442	2.32	2.32	0.0	4.63	0.04	0.0129840141156645	0.04	4.63	0.0	2.32	7379.0
ouedamlil							7.85	7.85	0.72	15.12	0.37					7.85	
ouedelmakhazine	Oued El Makhazine	28.1	17.2	0.3675		0.385	0.9	0.9	0.0	1.74	0.15	0.0110186087750501	0.15	1.74	0.0	0.9	6264.0
ouedessafa	Oued Essafa	30.1	8.7	0.9316		0.6482						0.1468624903712765	0.26	4.08	12.26		83330.0
ouedifrane	Oued Ifrane	24.8	16.3	0.4765		0.3788	1.67	1.67	0.0	3.17	0.44	0.0180729156567891	0.44	3.17	0.0	1.67	10266.0
ouedjdida	Oued Jdida	29.0	13.4	0.8256		0.69	2.32	2.32	0.72	4.11	0.22	0.0288482724703999	0.22	4.11	0.72	2.32	16379.0
ouedjemaa	Oued Jemaa	30.3	14.4	0.388		0.345	1.47	1.47	0.0	2.81	0.33	0.0137331596490826	0.33	2.81	0.0	1.47	7804.0
ouedlaou	Oued Laou	27.6	13.2	0.9019		0.7351	5.86	5.86	5.05	8.3	0.95	0.0200506598650127	0.95	8.3	5.05	5.86	11388.0
ouedlbour							3.13	3.13	0.0	6.21	0.11					3.13	
ouedmalha	Oued Malha	30.6	9.5	0.6193		0.4386	2.48	2.48	0.0	4.96	0.0	0.0212616315860909	0.0	4.96	0.0	2.48	12075.0
ouednaam	Oued Naam	32.7	14.6	0.8407		0.6084	0.36	0.36	0.0	0.61	0.29	0.0100367874524292	0.29	0.61	0.0	0.36	5707.0
ouednaanaa	Oued Naanaa	29.0	15.4	0.8024		0.5971	4.53	4.53	0.0	9.06	0.0	0.012448154722349	0.0	9.06	0.0	4.53	7075.0
ouedzem	Oued Zem	25.4	16.2	0.9348		0.7478	7.15	7.15	0.48	13.28	1.84	0.1652280134599418	1.84	13.28	0.48	7.15	93749.0
ouezzane	Ouezzane	23.5	16.4	0.9555		0.7617	5.91	5.91	0.0	10.44	3.45	0.1010782407595101	3.45	10.44	0.0	5.91	57356.0
ouijjane	Ouijjane	19.4	26.8	0.8517		0.4981	1.39	1.39	0.0	2.71	0.18	0.0071530178226129	0.18	2.71	0.0	1.39	4071.0
ouirgane	Ouirgane	26.2	14.3	0.6712		0.5813	1.08	1.08	0.0	1.77	0.99	0.013484619601525	0.99	1.77	0.0	1.08	7663.0
ouislane	Ouislane	26.5	12.3	0.9689		0.8168	22.66	22.66	8.17	38.56	4.63	0.1977162518750672	4.63	38.56	8.17	22.66	112180.0
ouisselsate	Ouisselsate	26.0	18.0	0.8139		0.5138	1.66	1.66	0.0	3.21	0.26	0.0219596589536992	0.26	3.21	0.0	1.66	12471.0
ouizeght	Ouizeght	29.7	13.8	0.5604		0.5017	1.13	1.13	0.0	2.23	0.07	0.0095485208341779	0.07	2.23	0.0	1.13	5430.0
oujda	Oujda	22.1	18.5	0.9728	3.0	0.8391	32.54	32.54	4.33	46.41	40.18	0.8901505870656939	40.18	46.41	4.33	32.54	505007.0
oukaimden	Oukaimden	31.0	10.0	0.741		0.5315	9.72	9.72	0.0	19.36	0.18	0.0084203957956189	0.18	19.36	0.0	9.72	4790.0
ouledaamer	Oulad Aamer	34.2	13.2	0.7445		0.5485	1.26	1.26	0.0	2.53	0.0	0.0123089017879019	0.0	2.53	0.0	1.26	6996.0
ouledaamertizmarine	Oulad Aamer Tizmarine	28.5	14.7	0.5831		0.4609	0.93	0.93	0.0	1.85	0.04	0.0079673830848226	0.04	1.85	0.0	0.93	4533.0
ouledaarrad	Oulad Aarrad	32.2	13.6	0.8784		0.6308	0.0	0.0	0.0	0.0	0.0	0.0106678323958731	0.0	0.0	0.0	0.0	6065.0
ouledabbou	Oulad Abbou	26.0	14.6	0.8976		0.7222	4.83	4.83	0.0	9.64	0.07	0.019179888350875	0.07	9.64	0.0	4.83	10894.0
ouledabdoune	Oulad Abdoune	29.3	12.5	0.8723		0.769	3.76	3.76	1.68	6.39	0.29	0.0279334335719435	0.29	6.39	1.68	3.76	15860.0
ouledaissa	Oulad Aissa	88.5	38.6	0.6532		0.5249	7.619999999999999	7.619999999999999	0.0	15.020000000000001	0.54	0.07352202399733469	0.54	15.02	0.0	7.619999999999999	41749.0
ouledalimansour	Oulad Ali Mansour	25.1	12.0	0.3203		0.2511	1.05	1.05	0.0	2.1	0.0	0.0082317873907349	0.0	2.1	0.0	1.05	4683.0
ouledalitoualaa	Oulad Ali Toualaa	27.6	15.6	0.8723		0.5821	1.96	1.96	0.0	3.92	0.0	0.0096278421259516	0.0	3.92	0.0	1.96	5475.0
ouledaliyoussef	Oulad Ali Youssef	27.5	17.1	0.3722		0.4535	2.16	2.16	0.24	3.82	0.88	0.0057569630873961	0.88	3.82	0.24	2.16	3279.0
ouledamer	Oulad Amer	30.6	14.4	0.8113		0.5188	2.08	2.08	0.0	4.15	0.04	0.0103258694935599	0.04	4.15	0.0	2.08	5871.0
ouledamghar	Oulad Amghar	25.6	16.1	0.7741		0.3954	1.23	1.23	0.0	2.39	0.15	0.0101213968303211	0.15	2.39	0.0	1.23	5755.0
ouledamrane	Oulad Amrane	30.0	13.6	0.7374		0.539	1.03	1.03	0.0	2.05	0.04	0.0212316657647542	0.04	2.05	0.0	1.03	12058.0
ouledayad	Ouled Ayad	26.9	15.4	0.9207		0.6543	11.24	11.24	0.0	22.43	0.15	0.0432741714009726	0.15	22.43	0.0	11.24	24563.0
ouledayyad	Oulad Ayyad	30.6	12.7	0.7966		0.5802	2.25	2.25	0.24	4.32	0.11	0.0171862798842966	0.11	4.32	0.24	2.25	9763.0
ouledazzouz	Oulad Azzouz	58.2	24.400000000000002	0.8926		0.6873	17.05	17.05	13.46	25.439999999999998	1.46	0.15850685600365222	1.46	25.44	13.46	17.05	89949.0
ouledbenhammadi	Ouled Ben Hammadi	29.4	13.5	0.7368		0.6527	5.42	5.42	0.0	10.78	0.15	0.0237576082339026	0.15	10.78	0.0	5.42	13491.0
ouledberhil	Oulad Berhil	28.7	10.8	0.9409		0.6692	5.85	5.85	0.24	11.18	0.95	0.0533409246747386	0.95	11.18	0.24	5.85	30274.0
ouledboualiloued	Oulad Bouali Loued	33.9	13.7	0.7754		0.5827	1.71	1.71	0.0	3.38	0.11	0.0110626761593688	0.11	3.38	0.0	1.71	6289.0
ouledboualinouaja	Oulad Bouali Nouaja	28.4	15.1	0.659		0.4127	1.27	1.27	0.0	2.55	0.0	0.0094833011053862	0.0	2.55	0.0	1.27	5393.0
ouledboubker	Oulad Boubker	24.8	19.4	0.6608		0.3032	0.58	0.58	0.0	1.15	0.04	0.006500820534696	0.04	1.15	0.0	0.58	3701.0
ouledboughadi	Oulad Boughadi	28.4	15.0	0.7572		0.5887	1.34	1.34	0.0	2.66	0.07	0.0143360014665625	0.07	2.66	0.0	1.34	8146.0
ouledbourahmoune	Ouled Bourahmoune	28.7	15.0	0.8314		0.4238	2.49	2.49	0.96	4.37	0.07	0.0256824715809438	0.07	4.37	0.96	2.49	14583.0
ouledbourima	Oulad Bourima	29.8	14.5	0.4314		0.5576	0.46	0.46	0.0	0.91	0.0	0.0019460156915142	0.0	0.91	0.0	0.46	1117.0
ouledboussaken	Oulad Boussaken	27.9	20.4	0.6617		0.3998	1.48	1.48	0.0	2.97	0.0	0.01048627477248	0.0	2.97	0.0	1.48	5962.0
ouledcebbah	Ouled Cebbah	27.0	17.8	0.7626		0.6461	3.96	3.96	0.0	7.91	0.0	0.0131779106066668	0.0	7.91	0.0	3.96	7489.0
ouledchbana	Oulad Chbana	35.3	11.2	0.4317		0.2756	5.72	5.72	0.0	11.45	0.0	0.0167456060411095	0.0	11.45	0.0	5.72	9513.0
ouledcherki	Oulad Cherki	33.3	12.1	0.6076		0.5448	0.94	0.94	0.0	1.88	0.0	0.0126420512133513	0.0	1.88	0.0	0.94	7185.0
ouledchrif	Oulad Chrif	29.3	14.5	0.4941		0.4515	1.7	1.7	0.0	3.39	0.0	0.0138706498881569	0.0	3.39	0.0	1.7	7882.0
ouleddahou	Oulad Dahou	25.6	14.3	0.9206		0.6713	4.62	4.62	3.85	6.79	0.37	0.0276461142261855	0.37	6.79	3.85	4.62	15697.0
ouleddaoud	Oulad Daoud	29.8	14.7	0.511		0.4439	1.89	1.89	0.0	3.76	0.04	0.0190141949858367	0.04	3.76	0.0	1.89	10800.0
ouleddaoudzkhanine	Oulad Daoud Zkhanine	20.6	23.0	0.6996		0.4397	1.39	1.39	0.0	2.76	0.07	0.0055207619074479	0.07	2.76	0.0	1.39	3145.0
ouleddlim	Ouled Dlim	31.0	13.2	0.5635		0.4619	2.86	2.86	4.57	2.95	0.07	0.025470948136214	0.07	2.95	4.57	2.86	14463.0
ouledelgarne	Oulad El Garne	35.9	12.5	0.8228		0.5352	6.35	6.35	0.0	12.69	0.04	0.0135886186285172	0.04	12.69	0.0	6.35	7722.0
ouledfares	Oulad Fares	30.5	13.3	0.7035		0.4401	2.73	2.73	0.0	5.41	0.11	0.0212933601028003	0.11	5.41	0.0	2.73	12093.0
ouledfareselhalla	Oulad Fares El Halla	28.1	14.4	0.768		0.5334	1.4	1.4	0.0	2.81	0.0	0.0044208399948529	0.0	2.81	0.0	1.4	2521.0
ouledfennane	Oulad Fennane	29.2	16.0	0.7108		0.6148	1.76	1.76	0.0	3.51	0.0	0.012160835376591	0.0	3.51	0.0	1.76	6912.0
ouledfreiha	Oulad Freiha	32.7	12.3	0.6802		0.4487	1.97	1.97	0.24	3.8	0.0	0.0200823883817222	0.0	3.8	0.24	1.97	11406.0
ouledfrej	Ouled Frej	28.8	13.0	0.9051		0.6677	2.78	2.78	0.0	5.53	0.07	0.0354548547274608	0.07	5.53	0.0	2.78	20127.0
